title,skills_desc,formatted_experience_level,work_type,location,normalized_salary,remote_allowed,views,applies
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Associate,Full-time,"New York, NY",107845,1,1393,13
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Mid-Senior Level,Temporary,"Chicago, IL",132289,1,756,10
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Entry Level,Internship,Remote,113892,0,2928,335
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Internship,Contract,"Los Angeles, CA",115660,1,4073,40
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Entry Level,Part-time,"New York, NY",139521,0,1436,330
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Executive,Part-time,"Austin, TX",138409,0,2456,126
Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform, CI/CD, Linux",Associate,Internship,"Boston, MA",129470,0,1767,462
Frontend Developer,"React, JavaScript, TypeScript, HTML, CSS, Vue.js, Figma, UX",Internship,Full-time,"Atlanta, GA",93385,1,1925,284
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Associate,Full-time,"Denver, CO",83296,1,4130,206
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Entry Level,Part-time,"San Francisco, CA",83616,1,1312,383
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Internship,Internship,"Seattle, WA",86382,0,2868,334
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Mid-Senior Level,Part-time,Remote,91139,0,4515,186
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Entry Level,Full-time,"Chicago, IL",117060,1,3158,296
Frontend Developer,"React, JavaScript, TypeScript, HTML, CSS, Vue.js, Figma, UX",Mid-Senior Level,Contract,"Los Angeles, CA",97419,1,544,453
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Internship,Full-time,"Seattle, WA",107785,1,1497,245
Network Engineer,"Cisco, Networking, TCP/IP, Firewall, Linux, AWS, BGP, OSPF",Associate,Contract,"Los Angeles, CA",85702,0,4481,464
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Executive,Temporary,"Chicago, IL",129217,1,2318,88
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Director,Internship,Remote,99291,0,3776,252
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Associate,Temporary,"Boston, MA",92397,1,2410,320
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Mid-Senior Level,Full-time,"Boston, MA",140879,1,4140,214
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Entry Level,Internship,"Austin, TX",120169,0,3706,469
Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform, CI/CD, Linux",Internship,Full-time,"Denver, CO",121940,1,1927,392
Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform, CI/CD, Linux",Associate,Internship,"Atlanta, GA",137249,1,3319,220
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Executive,Internship,"San Francisco, CA",88341,1,4788,342
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Internship,Full-time,"Atlanta, GA",115067,1,4611,100
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Mid-Senior Level,Full-time,"Austin, TX",121144,0,2172,175
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Internship,Internship,"Boston, MA",73824,0,4289,170
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Internship,Internship,"Los Angeles, CA",73444,1,2430,15
Frontend Developer,"React, JavaScript, TypeScript, HTML, CSS, Vue.js, Figma, UX",Entry Level,Full-time,"Austin, TX",120647,1,785,150
Network Engineer,"Cisco, Networking, TCP/IP, Firewall, Linux, AWS, BGP, OSPF",Director,Full-time,"Denver, CO",118880,1,784,214
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Mid-Senior Level,Part-time,Remote,123307,1,3037,470
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Entry Level,Part-time,"Denver, CO",110974,0,3811,29
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Director,Part-time,"New York, NY",126614,0,440,109
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Entry Level,Temporary,"Denver, CO",118383,1,4799,174
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Director,Internship,Remote,104290,1,833,54
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Director,Contract,"Seattle, WA",91016,1,1596,466
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Director,Temporary,"Chicago, IL",112112,1,3993,346
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Entry Level,Internship,Remote,133513,1,3054,236
Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform, CI/CD, Linux",Internship,Contract,"Denver, CO",97956,1,1231,324
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Director,Part-time,"Boston, MA",93077,0,4735,61
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Internship,Contract,"Austin, TX",121490,0,1832,155
Frontend Developer,"React, JavaScript, TypeScript, HTML, CSS, Vue.js, Figma, UX",Mid-Senior Level,Full-time,"Austin, TX",119827,1,3135,290
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Executive,Full-time,"Austin, TX",97855,1,2813,132
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Internship,Internship,"Boston, MA",133106,0,2579,216
AI Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, Deep Learning, MLOps, LLMs",Executive,Temporary,"Los Angeles, CA",149938,0,1519,480
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Director,Part-time,"Chicago, IL",96159,0,2089,394
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Executive,Internship,Remote,129710,0,4810,306
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Executive,Part-time,"Denver, CO",113000,0,587,111
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Director,Full-time,"Los Angeles, CA",93806,1,3919,283
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Internship,Temporary,"Denver, CO",152560,0,1541,138
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Director,Temporary,"Austin, TX",87809,1,2490,176
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Mid-Senior Level,Full-time,"Denver, CO",109855,0,1484,211
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Associate,Contract,"Boston, MA",101876,0,2256,424
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Entry Level,Temporary,"Seattle, WA",129388,1,4496,111
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Director,Contract,"Denver, CO",106458,1,1491,80
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Director,Part-time,"Los Angeles, CA",110524,0,4900,431
Network Engineer,"Cisco, Networking, TCP/IP, Firewall, Linux, AWS, BGP, OSPF",Executive,Temporary,Remote,76853,1,3242,17
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Mid-Senior Level,Full-time,"Chicago, IL",115477,0,368,171
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Executive,Contract,"Austin, TX",132222,0,4017,82
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Internship,Part-time,"New York, NY",108320,1,1624,354
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Director,Part-time,Remote,108618,1,577,36
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Director,Temporary,"Seattle, WA",140615,1,4371,178
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Executive,Temporary,"San Francisco, CA",122352,0,338,272
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Director,Internship,"Denver, CO",87297,1,709,297
Network Engineer,"Cisco, Networking, TCP/IP, Firewall, Linux, AWS, BGP, OSPF",Internship,Internship,"Denver, CO",97940,0,4687,82
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Associate,Temporary,"Chicago, IL",139024,1,4524,218
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Entry Level,Internship,"Chicago, IL",113203,0,3497,108
Business Analyst,"SQL, Excel, Power BI, Tableau, Requirements Analysis, Agile, JIRA",Entry Level,Full-time,"Austin, TX",104267,1,4640,377
Business Analyst,"SQL, Excel, Power BI, Tableau, Requirements Analysis, Agile, JIRA",Entry Level,Full-time,"New York, NY",102941,0,4637,409
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Associate,Internship,"New York, NY",102273,1,4990,395
Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform, CI/CD, Linux",Director,Temporary,"Boston, MA",120368,0,1931,436
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Executive,Full-time,"Austin, TX",71650,1,1254,40
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Mid-Senior Level,Part-time,"Austin, TX",120984,0,1851,345
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Director,Temporary,"Seattle, WA",126941,0,3698,440
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Associate,Contract,"Atlanta, GA",67382,0,2585,42
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Internship,Contract,"Seattle, WA",80801,1,3438,222
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Associate,Temporary,"Denver, CO",121002,0,2433,154
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Entry Level,Internship,"San Francisco, CA",151665,0,4486,108
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Director,Full-time,"Austin, TX",127965,0,4563,319
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Entry Level,Full-time,"New York, NY",99733,1,4681,319
Network Engineer,"Cisco, Networking, TCP/IP, Firewall, Linux, AWS, BGP, OSPF",Mid-Senior Level,Temporary,"Chicago, IL",79969,0,267,444
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Internship,Part-time,"San Francisco, CA",115969,0,3642,189
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Entry Level,Internship,"New York, NY",96733,1,4109,144
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Mid-Senior Level,Part-time,"New York, NY",92449,1,177,447
Network Engineer,"Cisco, Networking, TCP/IP, Firewall, Linux, AWS, BGP, OSPF",Associate,Temporary,"San Francisco, CA",96143,0,2998,486
Network Engineer,"Cisco, Networking, TCP/IP, Firewall, Linux, AWS, BGP, OSPF",Entry Level,Temporary,"Chicago, IL",95705,1,1208,404
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Entry Level,Part-time,"Atlanta, GA",128363,0,991,199
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Executive,Contract,"Boston, MA",130720,0,4856,39
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Internship,Temporary,"Austin, TX",89972,1,1324,91
AI Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, Deep Learning, MLOps, LLMs",Internship,Internship,"Seattle, WA",148351,1,4784,66
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Associate,Part-time,"Denver, CO",145487,0,664,183
Business Analyst,"SQL, Excel, Power BI, Tableau, Requirements Analysis, Agile, JIRA",Executive,Contract,"Seattle, WA",101145,0,2959,217
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Mid-Senior Level,Part-time,"New York, NY",117412,0,401,335
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Mid-Senior Level,Contract,"Austin, TX",124078,1,4489,331
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Associate,Contract,"Chicago, IL",107580,1,208,192
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Internship,Internship,"Chicago, IL",124855,0,2512,244
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Mid-Senior Level,Temporary,"Chicago, IL",96169,1,2747,116
Network Engineer,"Cisco, Networking, TCP/IP, Firewall, Linux, AWS, BGP, OSPF",Associate,Contract,"Denver, CO",116404,0,2825,195
Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform, CI/CD, Linux",Mid-Senior Level,Temporary,"Denver, CO",114569,1,3438,275
Frontend Developer,"React, JavaScript, TypeScript, HTML, CSS, Vue.js, Figma, UX",Director,Internship,"Austin, TX",123506,0,2240,141
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Entry Level,Temporary,"Atlanta, GA",85738,1,4623,339
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Internship,Full-time,"New York, NY",101772,0,4833,338
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Director,Contract,"Chicago, IL",104874,1,3913,327
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Associate,Internship,"Chicago, IL",114731,0,4300,374
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Associate,Part-time,"Chicago, IL",110131,0,2356,180
Network Engineer,"Cisco, Networking, TCP/IP, Firewall, Linux, AWS, BGP, OSPF",Director,Internship,"Denver, CO",70788,1,3745,307
AI Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, Deep Learning, MLOps, LLMs",Entry Level,Contract,"Atlanta, GA",131184,1,3159,33
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Entry Level,Internship,"Seattle, WA",135897,0,2621,270
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Executive,Part-time,"Atlanta, GA",62889,1,3517,364
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Mid-Senior Level,Full-time,"Denver, CO",69569,1,111,205
Frontend Developer,"React, JavaScript, TypeScript, HTML, CSS, Vue.js, Figma, UX",Executive,Contract,"Seattle, WA",96657,1,4844,108
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Entry Level,Contract,"San Francisco, CA",70141,0,3366,499
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Director,Internship,"Austin, TX",119656,0,3245,385
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Mid-Senior Level,Temporary,"San Francisco, CA",101618,1,974,342
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Director,Temporary,"Austin, TX",96934,0,2533,110
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Executive,Part-time,"Chicago, IL",117537,1,983,361
AI Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, Deep Learning, MLOps, LLMs",Associate,Full-time,"San Francisco, CA",138286,1,4750,438
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Director,Full-time,"Denver, CO",112612,0,4085,452
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Executive,Internship,"New York, NY",117069,0,1679,129
Network Engineer,"Cisco, Networking, TCP/IP, Firewall, Linux, AWS, BGP, OSPF",Executive,Internship,"Seattle, WA",86205,1,3871,330
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Executive,Temporary,"Los Angeles, CA",102331,0,452,456
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Associate,Full-time,Remote,103934,1,1606,386
Frontend Developer,"React, JavaScript, TypeScript, HTML, CSS, Vue.js, Figma, UX",Associate,Full-time,"New York, NY",85095,1,3587,212
Network Engineer,"Cisco, Networking, TCP/IP, Firewall, Linux, AWS, BGP, OSPF",Associate,Full-time,"San Francisco, CA",95958,0,2951,99
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Mid-Senior Level,Part-time,"Seattle, WA",132008,0,2129,204
Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform, CI/CD, Linux",Associate,Part-time,"San Francisco, CA",113706,1,1946,186
Network Engineer,"Cisco, Networking, TCP/IP, Firewall, Linux, AWS, BGP, OSPF",Associate,Internship,"San Francisco, CA",113516,1,2490,124
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Associate,Temporary,"Boston, MA",148066,0,4130,342
Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform, CI/CD, Linux",Director,Contract,"Los Angeles, CA",126472,0,3538,41
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Associate,Temporary,"Boston, MA",114629,1,2483,377
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Mid-Senior Level,Part-time,"Boston, MA",126910,1,3467,443
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Executive,Part-time,"Atlanta, GA",103004,1,1565,224
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Director,Internship,"Denver, CO",125431,1,2251,451
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Entry Level,Contract,"Denver, CO",120088,1,3583,317
